,TUCASEID,start_minute,stop_minute,TUTIER1CODE,TUACTIVITY_N
0,20170101170002,240,330,1,1
1,20170101170002,330,360,1,2
2,20170101170002,360,375,18,3
3,20170101170002,375,390,5,4
4,20170101170002,390,540,5,5
5,20170101170002,540,570,11,6
6,20170101170002,570,870,5,7
7,20170101170002,870,900,12,8
8,20170101170002,900,915,18,9
9,20170101170002,915,918,3,10
10,20170101170002,918,921,18,11
11,20170101170002,921,966,2,12
12,20170101170002,966,996,11,13
13,20170101170002,996,1006,2,14
14,20170101170002,1006,1021,1,15
15,20170101170002,1021,1035,12,16
16,20170101170002,1035,0,1,17
17,20170101170002,0,7,1,18
18,20170101170002,7,330,1,19
19,20170101170012,240,420,1,1
20,20170101170012,420,480,2,2
21,20170101170012,480,525,11,3
22,20170101170012,525,555,1,4
23,20170101170012,555,585,3,5
24,20170101170012,585,595,18,6
25,20170101170012,595,625,7,7
26,20170101170012,625,635,18,8
27,20170101170012,635,640,2,9
28,20170101170012,640,641,18,10
29,20170101170012,641,761,2,11
30,20170101170012,761,791,2,12
31,20170101170012,791,870,12,13
32,20170101170012,870,900,2,14
33,20170101170012,900,960,3,15
34,20170101170012,960,961,18,16
35,20170101170012,961,966,18,17
36,20170101170012,966,1011,2,18
37,20170101170012,1011,1021,1,19
38,20170101170012,1021,1081,2,20
39,20170101170012,1081,1140,11,21
40,20170101170012,1140,1170,2,22
41,20170101170012,1170,1230,3,23
42,20170101170012,1230,1290,12,24
43,20170101170012,1290,1300,3,25
44,20170101170012,1300,30,12,26
45,20170101170012,30,35,3,27
46,20170101170012,35,360,1,28
47,20170101170027,240,360,1,1
48,20170101170027,360,385,1,2
49,20170101170027,385,400,2,3
50,20170101170027,400,402,18,4
51,20170101170027,402,422,11,5
52,20170101170027,422,427,18,6
53,20170101170027,427,705,6,7
54,20170101170027,705,710,18,8
55,20170101170027,710,750,11,9
56,20170101170027,750,752,18,10
57,20170101170027,752,935,6,11
58,20170101170027,935,940,18,12
59,20170101170027,940,1000,6,13
60,20170101170027,1000,1090,1,14
61,20170101170027,1090,1095,18,15
62,20170101170027,1095,1155,11,16
63,20170101170027,1155,1160,18,17
64,20170101170027,1160,1250,12,18
65,20170101170027,1250,1260,12,19
66,20170101170027,1260,1280,1,20
67,20170101170027,1280,1320,12,21
68,20170101170027,1320,360,1,22
69,20170101170030,240,360,1,1
70,20170101170030,360,405,1,2
71,20170101170030,405,410,2,3
72,20170101170030,410,430,18,4
73,20170101170030,430,465,18,5
74,20170101170030,465,480,12,6
75,20170101170030,480,720,5,7
76,20170101170030,720,780,11,8
77,20170101170030,780,1020,5,9
78,20170101170030,1020,1065,18,10
79,20170101170030,1065,1070,2,11
80,20170101170030,1070,1080,2,12
81,20170101170030,1080,1200,12,13
82,20170101170030,1200,1205,2,14
83,20170101170030,1205,1230,11,15
84,20170101170030,1230,1260,1,16
85,20170101170030,1260,1270,2,17
86,20170101170030,1270,1275,2,18
87,20170101170030,1275,330,1,19
88,20170101170033,240,540,1,1
89,20170101170033,540,780,13,2
90,20170101170033,780,795,11,3
91,20170101170033,795,805,13,4
92,20170101170033,805,808,2,5
93,20170101170033,808,823,18,6
94,20170101170033,823,838,1,7
95,20170101170033,838,958,12,8
96,20170101170033,958,963,18,9
97,20170101170033,963,968,7,10
98,20170101170033,968,973,18,11
99,20170101170033,973,984,11,12
100,20170101170033,984,1284,1,13
101,20170101170033,1284,1309,2,14
102,20170101170033,1309,1339,11,15
103,20170101170033,1339,19,12,16
104,20170101170033,19,24,1,17
105,20170101170033,24,84,12,18
106,20170101170033,84,480,1,19
107,20170101170079,240,480,1,1
108,20170101170079,480,600,13,2
109,20170101170079,600,640,1,3
110,20170101170079,640,665,2,4
111,20170101170079,665,685,11,5
112,20170101170079,685,730,18,6
113,20170101170079,730,1050,13,7
114,20170101170079,1050,1095,18,8
115,20170101170079,1095,1125,1,9
116,20170101170079,1125,1155,18,10
117,20170101170079,1155,1305,11,11
118,20170101170079,1305,1335,18,12
119,20170101170079,1335,480,1,13
120,20170101170090,240,345,18,1
121,20170101170090,345,840,5,2
122,20170101170090,840,945,18,3
123,20170101170090,945,970,11,4
124,20170101170090,970,1210,12,5
125,20170101170090,1210,1215,1,6
126,20170101170090,1215,1275,1,7
127,20170101170090,1275,180,1,8
128,20170101170090,180,195,2,9
129,20170101170090,195,196,2,10
130,20170101170090,196,210,1,11
131,20170101170090,210,315,18,12
132,20170101170149,240,330,1,1
133,20170101170149,330,360,1,2
134,20170101170149,360,400,3,3
135,20170101170149,400,407,18,4
136,20170101170149,407,409,3,5
137,20170101170149,409,424,18,6
138,20170101170149,424,426,3,7
139,20170101170149,426,431,18,8
140,20170101170149,431,434,7,9
141,20170101170149,434,554,5,10
142,20170101170149,554,574,18,11
143,20170101170149,574,694,15,12
144,20170101170149,694,1020,5,13
145,20170101170149,1020,1040,18,14
146,20170101170149,1040,1170,3,15
147,20170101170149,1170,1190,18,16
148,20170101170149,1190,1250,11,17
149,20170101170149,1250,1380,12,18
150,20170101170149,1380,338,1,19
151,20170101170520,240,360,1,1
152,20170101170520,360,365,2,2
153,20170101170520,365,370,2,3
154,20170101170520,370,375,11,4
155,20170101170520,375,450,12,5
156,20170101170520,450,451,2,6
157,20170101170520,451,466,2,7
158,20170101170520,466,491,18,8
159,20170101170520,491,600,2,9
160,20170101170520,600,625,18,10
161,20170101170520,625,750,2,11
162,20170101170520,750,780,11,12
163,20170101170520,780,800,1,13
164,20170101170520,800,805,18,14
165,20170101170520,805,820,2,15
166,20170101170520,820,830,2,16
167,20170101170520,830,850,3,17
168,20170101170520,850,855,18,18
169,20170101170520,855,865,12,19
170,20170101170520,865,870,18,20
171,20170101170520,870,875,4,21
172,20170101170520,875,885,18,22
173,20170101170520,885,890,2,23
174,20170101170520,890,900,4,24
175,20170101170520,900,910,18,25
176,20170101170520,910,935,2,26
177,20170101170520,935,950,18,27
178,20170101170520,950,1020,12,28
179,20170101170520,1020,1040,2,29
180,20170101170520,1040,1055,11,30
181,20170101170520,1055,1200,12,31
182,20170101170520,1200,1230,1,32
183,20170101170520,1230,1255,18,33
184,20170101170520,1255,1345,5,34
185,20170101170520,1345,1370,18,35
186,20170101170520,1370,330,1,36
187,20170101170521,240,450,1,1
188,20170101170521,450,455,2,2
189,20170101170521,455,457,2,3
190,20170101170521,457,477,1,4
191,20170101170521,477,507,12,5
192,20170101170521,507,517,11,6
193,20170101170521,517,555,12,7
194,20170101170521,555,600,2,8
195,20170101170521,600,660,2,9
196,20170101170521,660,665,18,10
197,20170101170521,665,685,8,11
198,20170101170521,685,690,18,12
199,20170101170521,690,720,2,13
200,20170101170521,720,740,16,14
201,20170101170521,740,770,12,15
202,20170101170521,770,785,11,16
203,20170101170521,785,800,2,17
204,20170101170521,800,805,18,18
205,20170101170521,805,825,7,19
206,20170101170521,825,827,18,20
207,20170101170521,827,832,2,21
208,20170101170521,832,837,18,22
209,20170101170521,837,852,2,23
210,20170101170521,852,867,2,24
211,20170101170521,867,897,12,25
212,20170101170521,897,900,2,26
213,20170101170521,900,1020,12,27
214,20170101170521,1020,1045,2,28
215,20170101170521,1045,1065,12,29
216,20170101170521,1065,1080,16,30
217,20170101170521,1080,1120,2,31
218,20170101170521,1120,1150,11,32
219,20170101170521,1150,1165,2,33
220,20170101170521,1165,1195,2,34
221,20170101170521,1195,1245,12,35
222,20170101170521,1245,1260,2,36
223,20170101170521,1260,1380,12,37
224,20170101170521,1380,1395,1,38
225,20170101170521,1395,1410,12,39
226,20170101170521,1410,450,1,40
227,20170101170522,240,540,1,1
228,20170101170522,540,575,1,2
229,20170101170522,575,595,11,3
230,20170101170522,595,600,2,4
231,20170101170522,600,605,1,5
232,20170101170522,605,615,2,6
233,20170101170522,615,630,18,7
234,20170101170522,630,635,7,8
235,20170101170522,635,650,18,9
236,20170101170522,650,950,5,10
237,20170101170522,950,965,11,11
238,20170101170522,965,1140,5,12
239,20170101170522,1140,1155,18,13
240,20170101170522,1155,1165,1,14
241,20170101170522,1165,1195,18,15
242,20170101170522,1195,1350,12,16
243,20170101170522,1350,1380,18,17
244,20170101170522,1380,1390,2,18
245,20170101170522,1390,1400,11,19
246,20170101170522,1400,1410,2,20
247,20170101170522,1410,1412,1,21
248,20170101170522,1412,2,12,22
249,20170101170522,2,62,12,23
250,20170101170522,62,540,1,24
251,20170101170539,240,480,1,1
252,20170101170539,480,490,3,2
253,20170101170539,490,510,2,3
254,20170101170539,510,525,11,4
255,20170101170539,525,585,12,5
256,20170101170539,585,645,16,6
257,20170101170539,645,750,12,7
258,20170101170539,750,760,2,8
259,20170101170539,760,770,11,9
260,20170101170539,770,800,12,10
261,20170101170539,800,815,3,11
262,20170101170539,815,905,1,12
263,20170101170539,905,915,3,13
264,20170101170539,915,990,5,14
265,20170101170539,990,1020,1,15
266,20170101170539,1020,1035,18,16
267,20170101170539,1035,1040,4,17
268,20170101170539,1040,1055,18,18
269,20170101170539,1055,1155,12,19
270,20170101170539,1155,1195,18,20
271,20170101170539,1195,1215,7,21
272,20170101170539,1215,1217,18,22
273,20170101170539,1217,1237,7,23
274,20170101170539,1237,1257,18,24
275,20170101170539,1257,1297,11,25
276,20170101170539,1297,1317,18,26
277,20170101170539,1317,1347,7,27
278,20170101170539,1347,1377,18,28
279,20170101170539,1377,1397,12,29
280,20170101170539,1397,1417,18,30
281,20170101170539,1417,1427,4,31
282,20170101170539,1427,7,18,32
283,20170101170539,7,120,12,33
284,20170101170539,120,600,1,34
285,20170101170551,240,450,1,1
286,20170101170551,450,510,11,2
287,20170101170551,510,630,2,3
288,20170101170551,630,635,18,4
289,20170101170551,635,665,13,5
290,20170101170551,665,695,13,6
291,20170101170551,695,715,13,7
292,20170101170551,715,730,18,8
293,20170101170551,730,740,7,9
294,20170101170551,740,745,18,10
295,20170101170551,745,755,7,11
296,20170101170551,755,765,18,12
297,20170101170551,765,780,7,13
298,20170101170551,780,795,18,14
299,20170101170551,795,800,7,15
300,20170101170551,800,810,18,16
301,20170101170551,810,840,11,17
302,20170101170551,840,960,15,18
303,20170101170551,960,1020,12,19
304,20170101170551,1020,1050,2,20
305,20170101170551,1050,1110,12,21
306,20170101170551,1110,1155,2,22
307,20170101170551,1155,1200,11,23
308,20170101170551,1200,1260,12,24
309,20170101170551,1260,1380,12,25
310,20170101170551,1380,1410,1,26
311,20170101170551,1410,450,1,27
312,20170101170552,240,420,1,1
313,20170101170552,420,465,2,2
314,20170101170552,465,475,2,3
315,20170101170552,475,515,2,4
316,20170101170552,515,545,2,5
317,20170101170552,545,585,2,6
318,20170101170552,585,690,50,7
319,20170101170552,690,720,18,8
320,20170101170552,720,960,5,9
321,20170101170552,960,990,18,10
322,20170101170552,990,1020,2,11
323,20170101170552,1020,1035,2,12
324,20170101170552,1035,1065,11,13
325,20170101170552,1065,1080,18,14
326,20170101170552,1080,1155,12,15
327,20170101170552,1155,1165,18,16
328,20170101170552,1165,1195,12,17
329,20170101170552,1195,1205,18,18
330,20170101170552,1205,1260,12,19
331,20170101170552,1260,1270,18,20
332,20170101170552,1270,1305,12,21
333,20170101170552,1305,1320,1,22
334,20170101170552,1320,360,1,23
335,20170101170572,240,330,1,1
336,20170101170572,330,390,11,2
337,20170101170572,390,630,12,3
338,20170101170572,630,675,1,4
339,20170101170572,675,690,1,5
340,20170101170572,690,705,18,6
341,20170101170572,705,840,5,7
342,20170101170572,840,855,12,8
343,20170101170572,855,990,5,9
344,20170101170572,990,1010,11,10
345,20170101170572,1010,1050,12,11
346,20170101170572,1050,1260,5,12
347,20170101170572,1260,1275,18,13
348,20170101170572,1275,1365,12,14
349,20170101170572,1365,330,1,15
350,20170101170574,240,450,1,1
351,20170101170574,450,465,2,2
352,20170101170574,465,485,11,3
353,20170101170574,485,505,2,4
354,20170101170574,505,545,2,5
355,20170101170574,545,605,12,6
356,20170101170574,605,625,18,7
357,20170101170574,625,705,7,8
358,20170101170574,705,725,18,9
359,20170101170574,725,815,5,10
360,20170101170574,815,900,50,11
361,20170101170574,900,1020,12,12
362,20170101170574,1020,1065,1,13
363,20170101170574,1065,1095,2,14
364,20170101170574,1095,1125,11,15
365,20170101170574,1125,1145,18,16
366,20170101170574,1145,1305,15,17
367,20170101170574,1305,1325,18,18
368,20170101170574,1325,1340,1,19
369,20170101170574,1340,340,1,20
370,20170101170578,240,660,1,1
371,20170101170578,660,690,2,2
372,20170101170578,690,930,12,3
373,20170101170578,930,935,18,4
374,20170101170578,935,945,7,5
375,20170101170578,945,950,18,6
376,20170101170578,950,990,2,7
377,20170101170578,990,1050,11,8
378,20170101170578,1050,1170,12,9
379,20170101170578,1170,1260,12,10
380,20170101170578,1260,1380,12,11
381,20170101170578,1380,720,1,12
382,20170101170595,240,360,1,1
383,20170101170595,360,370,2,2
384,20170101170595,370,385,2,3
385,20170101170595,385,387,2,4
386,20170101170595,387,392,2,5
387,20170101170595,392,512,18,6
388,20170101170595,512,557,2,7
389,20170101170595,557,577,1,8
390,20170101170595,577,587,11,9
391,20170101170595,587,597,18,10
392,20170101170595,597,602,3,11
393,20170101170595,602,607,18,12
394,20170101170595,607,617,12,13
395,20170101170595,617,627,18,14
396,20170101170595,627,632,12,15
397,20170101170595,632,637,7,16
398,20170101170595,637,642,18,17
399,20170101170595,642,657,2,18
400,20170101170595,657,677,18,19
401,20170101170595,677,810,7,20
402,20170101170595,810,830,18,21
403,20170101170595,830,840,12,22
404,20170101170595,840,845,18,23
405,20170101170595,845,875,2,24
406,20170101170595,875,935,2,25
407,20170101170595,935,965,12,26
408,20170101170595,965,995,2,27
409,20170101170595,995,1025,2,28
410,20170101170595,1025,1055,2,29
411,20170101170595,1055,1085,2,30
412,20170101170595,1085,1105,11,31
413,20170101170595,1105,1135,2,32
414,20170101170595,1135,1195,12,33
415,20170101170595,1195,1225,2,34
416,20170101170595,1225,1270,3,35
417,20170101170595,1270,1330,12,36
418,20170101170595,1330,1340,1,37
419,20170101170595,1340,390,1,38
420,20170101170596,240,480,1,1
421,20170101170596,480,540,11,2
422,20170101170596,540,630,2,3
423,20170101170596,630,670,1,4
424,20170101170596,670,685,18,5
425,20170101170596,685,690,14,6
426,20170101170596,690,780,14,7
427,20170101170596,780,795,18,8
428,20170101170596,795,915,7,9
429,20170101170596,915,920,18,10
430,20170101170596,920,965,12,11
431,20170101170596,965,1005,11,12
432,20170101170596,1005,1020,12,13
433,20170101170596,1020,1035,18,14
434,20170101170596,1035,1065,7,15
435,20170101170596,1065,1070,18,16
436,20170101170596,1070,1075,7,17
437,20170101170596,1075,1080,18,18
438,20170101170596,1080,1140,2,19
439,20170101170596,1140,1200,16,20
440,20170101170596,1200,1215,11,21
441,20170101170596,1215,1260,12,22
442,20170101170596,1260,360,1,23
443,20170101170598,240,540,1,1
444,20170101170598,540,600,1,2
445,20170101170598,600,630,11,3
446,20170101170598,630,720,2,4
447,20170101170598,720,835,1,5
448,20170101170598,835,865,18,6
449,20170101170598,865,990,12,7
450,20170101170598,990,1020,18,8
451,20170101170598,1020,1110,2,9
452,20170101170598,1110,1170,11,10
453,20170101170598,1170,1230,12,11
454,20170101170598,1230,1290,12,12
455,20170101170598,1290,1320,14,13
456,20170101170598,1320,1380,12,14
457,20170101170598,1380,30,12,15
458,20170101170598,30,240,1,16
459,20170101170612,240,390,1,1
460,20170101170612,390,405,2,2
461,20170101170612,405,420,11,3
462,20170101170612,420,600,5,4
463,20170101170612,600,660,1,5
464,20170101170612,660,690,12,6
465,20170101170612,690,720,18,7
466,20170101170612,720,810,5,8
467,20170101170612,810,825,18,9
468,20170101170612,825,840,11,10
469,20170101170612,840,870,18,11
470,20170101170612,870,1080,5,12
471,20170101170612,1080,1081,18,13
472,20170101170612,1081,1111,5,14
473,20170101170612,1111,1141,11,15
474,20170101170612,1141,1290,12,16
475,20170101170612,1290,360,1,17
476,20170101170615,240,420,1,1
477,20170101170615,420,480,12,2
478,20170101170615,480,1080,1,3
479,20170101170615,1080,1085,1,4
480,20170101170615,1085,360,1,5
481,20170101170639,240,480,1,1
482,20170101170639,480,500,2,2
483,20170101170639,500,520,11,3
484,20170101170639,520,540,12,4
485,20170101170639,540,720,12,5
486,20170101170639,720,780,12,6
487,20170101170639,780,800,11,7
488,20170101170639,800,920,12,8
489,20170101170639,920,1140,12,9
490,20170101170639,1140,1170,2,10
491,20170101170639,1170,1185,11,11
492,20170101170639,1185,1215,1,12
493,20170101170639,1215,1380,12,13
494,20170101170639,1380,90,12,14
495,20170101170639,90,120,16,15
496,20170101170639,120,570,1,16
497,20170101170651,240,360,1,1
498,20170101170651,360,375,1,2
499,20170101170651,375,420,3,3
500,20170101170651,420,430,11,4
501,20170101170651,430,450,1,5
502,20170101170651,450,480,18,6
503,20170101170651,480,720,5,7
504,20170101170651,720,780,11,8
505,20170101170651,780,1050,5,9
506,20170101170651,1050,1080,18,10
507,20170101170651,1080,1110,3,11
508,20170101170651,1110,1140,3,12
509,20170101170651,1140,1230,3,13
510,20170101170651,1230,1245,3,14
511,20170101170651,1245,1305,12,15
512,20170101170651,1305,360,1,16
513,20170101170668,240,420,1,1
514,20170101170668,420,422,3,2
515,20170101170668,422,442,1,3
516,20170101170668,442,452,2,4
517,20170101170668,452,482,11,5
518,20170101170668,482,497,2,6
519,20170101170668,497,507,2,7
520,20170101170668,507,512,3,8
521,20170101170668,512,592,1,9
522,20170101170668,592,652,2,10
523,20170101170668,652,654,3,11
524,20170101170668,654,714,12,12
525,20170101170668,714,834,2,13
526,20170101170668,834,849,1,14
527,20170101170668,849,909,2,15
528,20170101170668,909,911,3,16
529,20170101170668,911,986,2,17
530,20170101170668,986,1140,12,18
531,20170101170668,1140,1155,3,19
532,20170101170668,1155,1157,3,20
533,20170101170668,1157,1177,1,21
534,20170101170668,1177,1215,12,22
535,20170101170668,1215,1245,3,23
536,20170101170668,1245,1260,14,24
537,20170101170668,1260,381,1,25
538,20170101170687,240,270,4,1
539,20170101170687,270,340,1,2
540,20170101170687,340,460,4,3
541,20170101170687,460,540,1,4
542,20170101170687,540,560,2,5
543,20170101170687,560,590,4,6
544,20170101170687,590,595,2,7
545,20170101170687,595,625,2,8
546,20170101170687,625,655,11,9
547,20170101170687,655,715,12,10
548,20170101170687,715,775,12,11
549,20170101170687,775,810,18,12
550,20170101170687,810,890,7,13
551,20170101170687,890,905,18,14
552,20170101170687,905,950,7,15
553,20170101170687,950,985,18,16
554,20170101170687,985,1045,7,17
555,20170101170687,1045,1050,18,18
556,20170101170687,1050,1110,11,19
557,20170101170687,1110,1140,12,20
558,20170101170687,1140,1185,4,21
559,20170101170687,1185,1305,12,22
560,20170101170687,1305,1310,4,23
561,20170101170687,1310,1315,4,24
562,20170101170687,1315,1350,1,25
563,20170101170687,1350,30,1,26
564,20170101170687,30,35,12,27
565,20170101170687,35,120,4,28
566,20170101170687,120,240,1,29
567,20170101170688,240,540,1,1
568,20170101170688,540,545,18,2
569,20170101170688,545,630,11,3
570,20170101170688,630,660,18,4
571,20170101170688,660,780,7,5
572,20170101170688,780,795,18,6
573,20170101170688,795,900,12,7
574,20170101170688,900,990,12,8
575,20170101170688,990,1050,2,9
576,20170101170688,1050,1380,12,10
577,20170101170688,1380,510,1,11
578,20170101170710,240,600,1,1
579,20170101170710,600,620,1,2
580,20170101170710,620,635,18,3
581,20170101170710,635,990,12,4
582,20170101170710,990,1005,18,5
583,20170101170710,1005,1410,12,6
584,20170101170710,1410,480,1,7
585,20170101170714,240,570,1,1
586,20170101170714,570,590,1,2
587,20170101170714,590,620,3,3
588,20170101170714,620,640,2,4
589,20170101170714,640,670,3,5
590,20170101170714,670,710,2,6
591,20170101170714,710,725,2,7
592,20170101170714,725,735,3,8
593,20170101170714,735,770,18,9
594,20170101170714,770,785,7,10
595,20170101170714,785,805,18,11
596,20170101170714,805,845,7,12
597,20170101170714,845,890,11,13
598,20170101170714,890,935,18,14
599,20170101170714,935,1055,12,15
600,20170101170714,1055,1065,18,16
601,20170101170714,1065,1070,7,17
602,20170101170714,1070,1075,18,18
603,20170101170714,1075,1090,2,19
604,20170101170714,1090,1100,2,20
605,20170101170714,1100,1105,3,21
606,20170101170714,1105,1210,12,22
607,20170101170714,1210,1240,3,23
608,20170101170714,1240,1250,3,24
609,20170101170714,1250,1270,3,25
610,20170101170714,1270,1390,12,26
611,20170101170714,1390,1405,12,27
612,20170101170714,1405,510,1,28
613,20170101170726,240,300,1,1
614,20170101170726,300,405,11,2
615,20170101170726,405,435,18,3
616,20170101170726,435,438,4,4
617,20170101170726,438,543,5,5
618,20170101170726,543,588,5,6
619,20170101170726,588,693,5,7
620,20170101170726,693,783,5,8
621,20170101170726,783,933,18,9
622,20170101170726,933,936,4,10
623,20170101170726,936,966,5,11
624,20170101170726,966,986,5,12
625,20170101170726,986,1006,18,13
626,20170101170726,1006,1051,5,14
627,20170101170726,1051,1231,5,15
628,20170101170726,1231,1351,12,16
629,20170101170726,1351,0,12,17
630,20170101170726,0,300,1,18
631,20170101170789,240,360,1,1
632,20170101170789,360,370,11,2
633,20170101170789,370,390,1,3
634,20170101170789,390,540,12,4
635,20170101170789,540,550,18,5
636,20170101170789,550,600,12,6
637,20170101170789,600,690,14,7
638,20170101170789,690,700,18,8
639,20170101170789,700,720,11,9
640,20170101170789,720,1260,12,10
641,20170101170789,1260,360,1,11
642,20170101170793,240,435,1,1
643,20170101170793,435,460,1,2
644,20170101170793,460,475,18,3
645,20170101170793,475,750,5,4
646,20170101170793,750,752,18,5
647,20170101170793,752,797,7,6
648,20170101170793,797,812,18,7
649,20170101170793,812,817,2,8
650,20170101170793,817,832,11,9
651,20170101170793,832,877,12,10
652,20170101170793,877,930,1,11
653,20170101170793,930,1020,12,12
654,20170101170793,1020,1025,2,13
655,20170101170793,1025,1290,5,14
656,20170101170793,1290,1335,1,15
657,20170101170793,1335,1350,2,16
658,20170101170793,1350,1395,12,17
659,20170101170793,1395,450,1,18
660,20170101170795,240,285,1,1
661,20170101170795,285,305,1,2
662,20170101170795,305,320,2,3
663,20170101170795,320,335,11,4
664,20170101170795,335,343,2,5
665,20170101170795,343,348,1,6
666,20170101170795,348,349,2,7
667,20170101170795,349,354,18,8
668,20170101170795,354,376,18,9
669,20170101170795,376,796,5,10
670,20170101170795,796,801,1,11
671,20170101170795,801,805,11,12
672,20170101170795,805,905,5,13
673,20170101170795,905,925,18,14
674,20170101170795,925,955,1,15
675,20170101170795,955,1075,12,16
676,20170101170795,1075,1110,1,17
677,20170101170795,1110,1115,2,18
678,20170101170795,1115,1120,7,19
679,20170101170795,1120,1145,12,20
680,20170101170795,1145,1175,11,21
681,20170101170795,1175,1235,1,22
682,20170101170795,1235,1260,12,23
683,20170101170795,1260,65,1,24
684,20170101170795,65,68,1,25
685,20170101170795,68,285,1,26
686,20170101170799,240,690,5,1
687,20170101170799,690,725,11,2
688,20170101170799,725,1020,5,3
689,20170101170799,1020,1080,18,4
690,20170101170799,1080,1260,2,5
691,20170101170799,1260,1280,1,6
692,20170101170799,1280,360,1,7
693,20170101170801,240,570,1,1
694,20170101170801,570,660,12,2
695,20170101170801,660,705,2,3
696,20170101170801,705,750,1,4
697,20170101170801,750,770,2,5
698,20170101170801,770,780,18,6
699,20170101170801,780,800,7,7
700,20170101170801,800,801,18,8
701,20170101170801,801,816,7,9
702,20170101170801,816,818,18,10
703,20170101170801,818,863,7,11
704,20170101170801,863,870,18,12
705,20170101170801,870,915,7,13
706,20170101170801,915,922,18,14
707,20170101170801,922,937,2,15
708,20170101170801,937,957,2,16
709,20170101170801,957,977,2,17
710,20170101170801,977,1050,12,18
711,20170101170801,1050,1080,2,19
712,20170101170801,1080,1115,11,20
713,20170101170801,1115,1145,2,21
714,20170101170801,1145,1165,2,22
715,20170101170801,1165,1335,12,23
716,20170101170801,1335,1380,1,24
717,20170101170801,1380,270,1,25
718,20170101170805,240,420,1,1
719,20170101170805,420,450,3,2
720,20170101170805,450,510,11,3
721,20170101170805,510,570,12,4
722,20170101170805,570,690,12,5
723,20170101170805,690,735,2,6
724,20170101170805,735,1020,12,7
725,20170101170805,1020,1080,2,8
726,20170101170805,1080,1200,12,9
727,20170101170805,1200,1260,11,10
728,20170101170805,1260,1380,12,11
729,20170101170805,1380,360,1,12
730,20170101170806,240,250,1,1
731,20170101170806,250,255,11,2
732,20170101170806,255,275,18,3
733,20170101170806,275,300,12,4
734,20170101170806,300,550,5,5
735,20170101170806,550,570,50,6
736,20170101170806,570,720,5,7
737,20170101170806,720,750,11,8
738,20170101170806,750,870,5,9
739,20170101170806,870,890,18,10
740,20170101170806,890,935,1,11
741,20170101170806,935,1055,2,12
742,20170101170806,1055,1115,11,13
743,20170101170806,1115,1295,12,14
744,20170101170806,1295,420,1,15
745,20170101170819,240,360,1,1
746,20170101170819,360,405,2,2
747,20170101170819,405,411,18,3
748,20170101170819,411,421,3,4
749,20170101170819,421,427,18,5
750,20170101170819,427,452,1,6
751,20170101170819,452,462,11,7
752,20170101170819,462,510,2,8
753,20170101170819,510,540,18,9
754,20170101170819,540,720,5,10
755,20170101170819,720,750,11,11
756,20170101170819,750,900,5,12
757,20170101170819,900,930,18,13
758,20170101170819,930,960,1,14
759,20170101170819,960,968,18,15
760,20170101170819,968,983,3,16
761,20170101170819,983,988,3,17
762,20170101170819,988,998,18,18
763,20170101170819,998,1058,2,19
764,20170101170819,1058,1088,12,20
765,20170101170819,1088,1108,11,21
766,20170101170819,1108,1168,2,22
767,20170101170819,1168,1228,12,23
768,20170101170819,1228,1248,1,24
769,20170101170819,1248,1368,12,25
770,20170101170819,1368,360,1,26
771,20170101170830,240,245,2,1
772,20170101170830,245,255,3,2
773,20170101170830,255,330,18,3
774,20170101170830,330,345,5,4
775,20170101170830,345,435,5,5
776,20170101170830,435,465,5,6
777,20170101170830,465,555,18,7
778,20170101170830,555,585,5,8
779,20170101170830,585,630,18,9
780,20170101170830,630,660,5,10
781,20170101170830,660,705,11,11
782,20170101170830,705,900,5,12
783,20170101170830,900,915,18,13
784,20170101170830,915,925,7,14
785,20170101170830,925,930,18,15
786,20170101170830,930,960,12,16
787,20170101170830,960,1020,1,17
788,20170101170830,1020,1025,18,18
789,20170101170830,1025,1115,11,19
790,20170101170830,1115,1120,18,20
791,20170101170830,1120,1210,5,21
792,20170101170830,1210,1225,1,22
793,20170101170830,1225,1255,16,23
794,20170101170830,1255,1285,12,24
795,20170101170830,1285,360,1,25
796,20170101170833,240,450,1,1
797,20170101170833,450,510,11,2
798,20170101170833,510,570,12,3
799,20170101170833,570,750,2,4
800,20170101170833,750,810,11,5
801,20170101170833,810,930,2,6
802,20170101170833,930,990,2,7
803,20170101170833,990,1020,12,8
804,20170101170833,1020,1050,2,9
805,20170101170833,1050,1110,11,10
806,20170101170833,1110,1230,2,11
807,20170101170833,1230,1350,12,12
808,20170101170833,1350,450,1,13
809,20170101170834,240,435,5,1
810,20170101170834,435,438,18,2
811,20170101170834,438,448,2,3
812,20170101170834,448,449,2,4
813,20170101170834,449,450,2,5
814,20170101170834,450,570,2,6
815,20170101170834,570,870,1,7
816,20170101170834,870,885,2,8
817,20170101170834,885,887,2,9
818,20170101170834,887,892,2,10
819,20170101170834,892,907,11,11
820,20170101170834,907,1027,12,12
821,20170101170834,1027,1340,1,13
822,20170101170834,1340,1355,1,14
823,20170101170834,1355,1365,2,15
824,20170101170834,1365,1368,18,16
825,20170101170834,1368,255,5,17
826,20170101170836,240,480,1,1
827,20170101170836,480,600,2,2
828,20170101170836,600,630,50,3
829,20170101170836,630,650,18,4
830,20170101170836,650,800,13,5
831,20170101170836,800,830,18,6
832,20170101170836,830,980,12,7
833,20170101170836,980,1010,18,8
834,20170101170836,1010,1040,2,9
835,20170101170836,1040,1220,12,10
836,20170101170836,1220,1250,12,11
